ID	drugs	transporters	targets	enzymes	carriers	groups
DB00206	Reserpine	ABCB11;SLC22A2;ABCB1;SLC22A1;ABCC2	SLC18A2;SLC18A1;BIRC5	CYP3A5		investigational;approved
DB00207	Azithromycin	ABCB1	rplV;rplD;PADI4	CYP1A2;CYP3A4;CYP2A6		approved
DB00208	Ticlopidine		P2RY12	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP1A1;MPO;CYP2B6;CYP2E1;CYP2C19;CYP3A4		approved
DB00209	Trospium		CHRM1	CYP2D6		approved
DB00210	Adapalene		RARA;RARB;RARG;RXRG;RXRA;RXRB			approved
DB00211	Midodrine	SLC15A1	ADRA1A;ADRA1B;ADRA1D	CYP2D6		approved
DB00212	Remikiren		REN			approved
DB00213	Pantoprazole	SLCO1B1;ABCB1;ABCG2	ATP4A	CYP2C9;CYP3A4;CYP2C19;CYP1A2		approved
DB00214	Torasemide		SLC12A1	CYP2C9;CYP2C8;PTGS1;CYP2C19		approved
DB00215	Citalopram	SLC6A3;SLC6A2;ABCB1;SLC6A4	ADRA1A;HRH1;HTR2C;CHRM1;SLC6A4	CYP1A2;CYP2D6;CYP2B6;CYP2E1;CYP2C19;CYP3A4		approved
DB00216	Eletriptan	ABCB1	HTR7;HTR2B;HTR1D;HTR1E;HTR1F;HTR1A;HTR1B	CYP2C9;PTGS1;CYP2D6;CYP2C19;CYP2A6;CYP3A4		investigational;approved
DB00217	Bethanidine		ADRB1;KCNJ1;ADRA2A			approved
DB00218	Moxifloxacin		TOP2A;parC;gyrA			investigational;approved
DB00219	Oxyphenonium		CHRM1			approved
DB00220	Nelfinavir	SLCO1B1;ABCG2;ABCB1;SLC22A1;SLCO1A2	HIV-1 protease	CYP2C9;CYP1A2;CYP2D6;CYP2B6;CYP2C19;CYP3A7;CYP3A4;CYP3A5	ALB	approved
DB00221	Isoetarine		ADRB1;ADRB2			approved
DB00222	Glimepiride		KCNJ11;ABCC8;KCNJ1	CYP2C9		approved
DB00223	Diflorasone		NR3C1			approved
DB00224	Indinavir	SLCO1B1;ABCB1;SLC22A1;SLCO1A2;ABCC1;ABCC2	pol	CYP2C9;CYP2D6;CYP2C19;CYP3A7;CYP3A4;CYP3A5		approved
DB00225	Gadodiamide					investigational;approved
DB00226	Guanadrel		SLC6A2			approved
DB00227	Lovastatin	SLCO1B1;ABCB1;ABCC2;SLCO1A2	HDAC2;ITGAL;HMGCR	CYP2C9;CYP2C8;CYP2D6;UGT2B7;PON3;CYP2C19;CYP3A7;CYP3A4;CYP3A5;UGT1A1;UGT1A3		investigational;approved
DB00228	Enflurane		ATP5D;GLRA1;GRIA1;KCNN4;ATP2C1;GABRA1;KCNA1	CYP2E1	ALB	investigational;approved;vet_approved
DB00229	Cefotiam	SLC22A6	pbpA			investigational;approved
DB00230	Pregabalin	SLC1A1	CACNA1A			illicit;investigational;approved
DB00231	Temazepam		GABRR1;GABRB3;GABRG3;GABRG2;GABRG1;GABRR3;GABRQ;GABRP;GABRD;GABRE;TSPO;GABRB1;GABRA5;GABRA4;GABRB2;GABRA6;GABRA1;GABRR2;GABRA3;GABRA2	CYP2C9;CYP2B6;CYP3A4;CYP2C19;CYP2C8		investigational;approved
DB00232	Methyclothiazide		CA2;CA1;SLC12A1;CA4			approved
DB00233	Aminosalicylic Acid		PTGS2;ALOX5;PLA2G2E;CHUK;folK	MPO		approved
DB00234	Reboxetine	ABCB1	SLC6A2	CYP3A4;CYP2D6		investigational;approved
DB00235	Milrinone		PDE3A			approved
DB00236	Pipobroman					approved
DB00237	Butabarbital		CHRNA4;GRIA2;GRIK2;CHRNA7;GABRA1			illicit;approved
DB00238	Nevirapine		pol	CYP2C9;CYP1A2;CYP2D6;CYP2B6;CYP2A6;CYP3A4;CYP3A5	ALB	approved
DB00239	Oxiconazole		NR1I2;ERG7;ERG11	CYP3A4;CYP2C19		approved
DB00240	Alclometasone		NR3C1	CYP3A4	SERPINA6	approved
DB00241	Butalbital		GRIA2;GRIK2;CHRNA4;CHRNA7;GABRA5;GABRA4;GABRA6;GABRA1;GABRA3;GABRA2			illicit;approved
DB00242	Cladribine	SLC28A3;ABCG2;SLC22A1;SLC22A2	POLA1;PNP;POLE;POLE4;RRM2B;RRM2;RRM1;POLE3;POLE2	DCK		investigational;approved
DB00243	Ranolazine		SCN5A;SCN9A	CYP3A4;CYP2D6		investigational;approved
DB00244	Mesalazine		PTGS2;PTGS1;MPO;ALOX5;CHUK;IKBKB;PPARG;nat			approved
DB00245	Benzatropine		SLC6A3;CHRM1;HRH1	CYP2C19;CYP2D6		approved
DB00246	Ziprasidone		ADRA2A;ADRA2B;ADRA2C;HTR2A;HTR2C;HRH1;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HTR6;HTR7;ADRA1A;ADRA1B;DRD4;DRD5;DRD2;DRD3;DRD1;HTR3A;HTR1D;HTR1E;HTR1A;HTR1B	CYP3A7;CYP3A4;CYP3A5;CYP1A2;CYP2D6		approved
DB00247	Methysergide		HTR7;HTR2A;HTR2C;HTR2B;HTR1E;HTR1F;HTR1A;HTR1B			approved
DB00248	Cabergoline		ADRA1A;ADRA1B;ADRA1D;ADRB1;DRD1;DRD4;DRD5;DRD2;DRD3;ADRA2B;ADRA2A;HTR7;ADRB2;HTR2A;HTR2C;HTR2B;HTR1D;ADRA2C;HTR1A;HTR1B	CYP3A4		approved
DB00249	Idoxuridine		TK			investigational;approved
DB00250	Dapsone		folP2;folP1	CYP2C9;FMO3;PTGS1;CYP2C8;NAT2;MPO;CYP2E1;PTGS2;CYP2C18;CYP3A7;CYP2C19;CYP3A4;CYP3A5		investigational;approved
DB00251	Terconazole		ERG11			approved
DB00252	Phenytoin	ABCB1;ABCC2;SLCO1C1	NR1I2;SCN5A;SCN1B;SCN3A;SCN1A	CYP2C9;CYP2C8;CYP2B6;CYP2C19;CYP2C18;CYP3A7;CYP3A4;CYP3A5;CYP11B1	ALB	approved;vet_approved
DB00253	Medrysone		NR3C1		SERPINA6	approved
DB00254	Doxycycline	SLC22A6;SLC22A8;SLC22A11	B2M;rpsD;PADI4;rpsI	CYP3A4		investigational;approved;vet_approved
DB00255	Diethylstilbestrol	ABCG2;ABCB1	NCOA2;ESRRG;ESRRA;ESRRB;ESR1;SHBG;NR1I2;AR;ESR2	CYP2C9;CYP2C8;CYP19A1;COMT;CYP2E1;CYP2A6;CYP3A4	TTR	investigational;approved
DB00256	Lymecycline		rpsD;rpsI			investigational;approved
DB00257	Clotrimazole	ABCB1;ABCC2;ABCC3	NR1I3;NR1I2;KCNN4;ERG11	CYP2C9;CYP2C8;CYP1A2;CYP11A1;CYP2D6;CYP19A1;CYP2B6;CYP2E1;CYP2C19;CYP2A6;CYP3A7;CYP3A4;CYP11B1		approved;vet_approved
DB00258	Calcium Acetate					investigational;approved
DB00259	Sulfanilamide		folP	CYP2C9;CYP3A4;CYP2C19;CYP2E1;CYP2D6		approved
DB00260	Cycloserine	SLC36A2	ddlA;alr	DDC		approved
DB00261	Anagrelide		PDE3A	CYP1A2		approved
DB00262	Carmustine		GSR	CYP1A2		investigational;approved
DB00263	Sulfisoxazole		folP	CYP2C9;CYP3A4		approved;vet_approved
DB00264	Metoprolol	ABCB1;SLC22A2	ADRB1;ADRB2	CYP2C19;CYP2D6		investigational;approved
DB00265	Crotamiton					approved
DB00266	Dicoumarol		VKORC1;CRYZ;NQO1	CYP2C9	ALB	approved
DB00267	Cefmenoxime		ftsI;pbpA			approved
DB00268	Ropinirole		DRD4;DRD5;DRD2;DRD3;ADRA2B;DRD1;ADRA2A;HTR2A;HTR2C;HTR2B;HTR1D;ADRA2C;HTR1A;HTR1B	CYP1A2;CYP3A4;CYP2D6		investigational;approved
DB00270	Isradipine		CACNA1H;CACNA1S;CACNB2;CACNA1C;CACNA1D;CACNA2D2;CACNA2D1	CYP3A4		investigational;approved
DB00271	Diatrizoate					approved;vet_approved
DB00272	Betazole		HRH2			approved
DB00273	Topiramate		CA3;GRIK1;CA1;SCN1A;CA4;CA2;GABRA1	CYP3A4;CYP2C19		approved
DB00274	Cefmetazole	SLC15A2;SLC15A1	dacA;mecA;dacC;ftsI;mrcA;mrcB		ALB	investigational;approved
DB00275	Olmesartan	SLCO1B1;SLCO1B3;ABCC2	AGTR1			investigational;approved
DB00276	Amsacrine	ABCB1	KCNH2;ALB;ORM1;TOP2A	CYP2D6		investigational;approved
DB00277	Theophylline	SLC22A7	ADORA2A;ADORA2B;HDAC2;TTLL3;ADORA1;CPNE1;PDE3A;PARP1;NOMO1;RIC3;PDE4A;PDE4B;HM13;PDE5A	CYP2C9;CYP1A1;CYP1A2;CYP1B1;CYP2D6;CYP2C8;CYP2E1;ADA;CYP3A4		approved
DB00278	Argatroban		F2	CYP3A4;CYP3A5		investigational;approved
DB00279	Liothyronine	SLC10A1;SLC22A8;ABCB1;SLC7A5;SLCO4C1;SLCO1B1;SLCO1B3;SLC16A10;SLCO1A2;SLCO4A1;SLCO1C1	PCNA;THRB;THRA		TTR;ALB;SERPINA7	approved;vet_approved
DB00280	Disopyramide	SLC22A1;SLC22A2	KCND3;KCND2;ORM2;KCNH2;CHRM3;CHRM2;CHRM1;SCN5A	CYP3A4	ORM1	approved
DB00281	Lidocaine	SLC22A5;ABCB1	ORM1;ORM2;EGFR;SCN10A;SCN9A;SCN4A;SCN5A	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2C18;CYP3A7;CYP3A4;CYP3A5;CYP2A6		approved;vet_approved
DB00282	Pamidronate		FDPS			approved
DB00283	Clemastine		HRH1	CYP3A4;CYP2D6		investigational;approved
DB00284	Acarbose		MGAM;AMY2A;GAA;SI			investigational;approved
DB00285	Venlafaxine	ABCB1;ABCG2	SLC6A3;SLC6A2;SLC6A4	CYP2C9;CYP2B6;CYP3A4;CYP2C19;CYP2D6		approved
DB00286	Conjugated estrogens	SLC10A1;SLCO3A1;ABCC11;SLCO1B3;SLCO4A1;SLC22A6;SLC22A10;SLC22A11;SLCO1B1;SLC51A;ABCB1;ABCG2;SLCO1A2;SLCO2B1;ABCC4;SLC51B;SLCO1C1;SLC22A8;ABCC1;ABCC2;ABCC3	ESR1	CYP3A4;CYP1A2;COMT		approved
DB00287	Travoprost		PTGFR			approved
DB00288	Amcinonide		ANXA1;NR3C1			approved
DB00289	Atomoxetine		SLC6A3;SLC6A2;GRIN1;SLC6A4	CYP3A4;CYP2C19;CYP2D6		approved
DB00290	Bleomycin		LIG1;LIG3	BLMH		investigational;approved
DB00291	Chlorambucil	SLCO1A2		GSTP1		approved
DB00292	Etomidate		GABRA1;ADRA2B	CYP11B2;CYP11B1;CYP19A1	SLC2A1	approved
DB00293	Raltitrexed		TYMS;FPGS			investigational;approved
DB00294	Etonogestrel		PGR;ESR1	CYP3A4		investigational;approved
DB00295	Morphine	ABCB1	OPRK1;LY96;OPRM1;OPRD1	CYP2C8;UGT2B4;CYP2D6;UGT2B7;UGT2B15;UGT1A8;CYP3A4;UGT1A1;UGT1A3		investigational;approved
DB00296	Ropivacaine		SCN10A	CYP1A2;CYP2B6;CYP3A4;CYP2D6		approved
DB00297	Bupivacaine		PTGER1;SCN10A	CYP3A4;CYP2C19;CYP1A2;CYP2D6		investigational;approved
DB00298	Dapiprazole		ADRA1A;ADRA1B;ADRA1D			approved
DB00299	Penciclovir		TK			approved
DB00300	Tenofovir disoproxil	ABCC4;SLC22A6;SLC22A8;ABCC2;ABCC10	pol	AK2;CYP1A2;NME1;NME2;AK4		investigational;approved
DB00301	Flucloxacillin		pbpA	CYP3A4		investigational;approved
DB00302	Tranexamic Acid	SLC15A2	PLG			approved
DB00303	Ertapenem		dacB;dacC;ftsI;mrcA;mrcB;mrdA			investigational;approved
DB00304	Desogestrel		PGR;ESR1			approved
DB00305	Mitomycin	ABCB1		POR		approved
DB00306	Talbutal		GRIA2;GRIK2;CHRNA4;CHRNA7;GABRA5;GABRA4;GABRA6;GABRA1;GABRA3;GABRA2			illicit;approved
DB00307	Bexarotene		RXRG;RXRA;RXRB	CYP2C9;CYP3A4		investigational;approved
DB00308	Ibutilide		KCNJ11;KCNH7;KCNH6;KCNH2;CACNB1;CACNA1C;KCNK1;CACNG1;CACNA2D1;KCNK6			approved
DB00309	Vindesine		TUBB1	CYP3A4		investigational;approved
DB00310	Chlorthalidone		SLC12A1			approved
DB00312	Pentobarbital		GRIA2;GRIK2;CHRNA4;NR1I2;CHRNA7;GABRA5;GABRA4;GRIN1;GABRA6;GABRA1;GABRA3;GABRA2	CYP3A4;CYP2C19;CYP2A6		investigational;approved;vet_approved
DB00313	Valproic Acid	SLC16A1;SLC22A5;SLC22A6;SLC22A7;SLC22A8	OGDH;HDAC2;ABAT;HDAC9;PPARA;PPARG;PPARD;ACADSB;SCN1A;ALDH5A1	CYP2C9;CYP2C8;PTGS1;UGT1A3;UGT1A10;UGT2B7;CYP2B6;CYP1A2;UGT1A9;UGT2B15;CYP2C19;CYP2A6;UGT1A4;UGT1A8;CYP3A4;CYP3A5;UGT1A6;CYP2C18	ALB	investigational;approved
DB00314	Capreomycin					approved
DB00315	Zolmitriptan		HTR1D;HTR1F;HTR1A;HTR1B	CYP1A2;MAOA		investigational;approved
DB00316	Acetaminophen	SLC22A6;ABCB1	PTGS2;PTGS1;FAAH;GSTP1;TRPV1	CYP2C9;CYP2C8;CYP1A2;UGT1A10;CYP2D6;CYP1A1;NAT2;SULT1A1;CYP2E1;UGT2B15;SULT1A3;CYP2A6;SULT1E1;CYP3A4;SULT2A1;UGT1A1;UGT1A6;UGT1A9		approved
DB00317	Gefitinib	ABCB1;ABCG2	EGFR	CYP2C9;CYP1A1;CYP2D6;CYP2C19;CYP3A4;CYP3A5	ALB;ORM1	investigational;approved
DB00318	Codeine	SLC22A1	OPRK1;OPRM1;OPRD1	UGT2B7;UGT2B4;CYP2D6;CYP3A7;CYP3A4;CYP3A5		illicit;approved
DB00319	Piperacillin	SLC22A6	pbp1b;pbp2a;pbp3;penA			approved
DB00320	Dihydroergotamine	ABCB1	HTR1D;ADRA2A;HTR1B;HTR2B	CYP3A4		investigational;approved
DB00321	Amitriptyline	ABCB1	SLC6A2;SLC6A4;ADRA2A;KCNA1;NTRK1;NTRK2;HRH4;HTR2A;HTR2C;HRH1;HRH2;KCND3;KCND2;CHRM3;CHRM5;CHRM4;KCNQ2;CHRM2;CHRM1;KCNQ3;HTR6;HTR7;OPRM1;OPRK1;ADRA1A;ADRA1B;ADRA1D;SIGMAR1;ADRB1;OPRD1;HTR1D;HTR1A;HTR1B	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2E1;CYP2C19;CYP3A4;CYP3A5	ALB;ORM1	approved
DB00322	Floxuridine		TYMS	CYP2C9;TYMP		approved
DB00323	Tolcapone		COMT	CYP2C9		approved;withdrawn
DB00324	Fluorometholone		NR3C1	CYP3A4	SERPINA6	investigational;approved
DB00325	Nitroprusside		NPR1	CYP1A1;CYP1A2		investigational;approved
DB00326	Calcium Gluceptate					approved
DB00327	Hydromorphone		OPRK1;OPRM1;OPRD1	CYP2C9;CYP3A4;PTGS1;CYP2D6;UGT1A9		illicit;approved
DB00328	Indomethacin	SLC10A1;SLC22A6;SLC22A11;ABCB1;SLC22A7;SLCO1A2;ABCC4;ABCC6;ABCC11;SLC22A8;ABCC1;ABCC2;ABCC3	PTGS2;PTGS1;PTGDR2;PTGR2;PLA2G2A;PPARG;PPARA;GLO1;AKR1C3	CYP2C9;UGT2B7;CES1;CYP2C19;UGT1A9;UGT1A1	ALB	investigational;approved
DB00330	Ethambutol		embA;embB;embC			approved
DB00331	Metformin	SLC47A1;SLC29A4;SLC22A1;SLC22A2;SLC22A3	PRKAB1			approved
DB00332	Ipratropium bromide	SLC22A4;SLC22A5	CHRM3;CHRM2;CHRM1	CYP3A4;CYP2D6		approved
DB00333	Methadone	ABCB1	ORM2;CHRNA10;GRIN3A;OPRM1;OPRD1;HTR3A;LY96	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP19A1;CYP2B6;CYP2C19;CYP2C18;CYP3A7;CYP3A4;CYP3A5		approved
DB00334	Olanzapine	ABCB1	HTR5A;HTR2B;GABRA1;ADRA2A;ADRA2B;ADRA2C;HRH4;HTR2A;HTR2C;HRH1;HRH2;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HTR6;HTR7;ADRA1A;ADRA1B;DRD4;DRD5;DRD2;DRD3;DRD1;ADRB1;HTR3A;HTR1D;HTR1E;HTR1A;HTR1B	CYP2C9;FMO3;CYP1A2;CYP2D6;CYP2C19;CYP3A4	ALB;ORM1	investigational;approved
DB00335	Atenolol	ABCB1	ADRB1;ADRB2			approved
DB00336	Nitrofural		poxB;mdh;citC;gor	CYP2D6;XDH		investigational;approved;vet_approved
DB00337	Pimecrolimus		MTOR;FKBP1A	CYP3A4		investigational;approved
DB00338	Omeprazole	ABCB1;ABCG2;ABCC3	AHR;ATP4A	CYP2C9;CYP2C8;CYP1A2;CYP11A1;CYP1B1;CYP2D6;CYP1A1;CYP2C19;CYP2C18;CYP3A4		investigational;approved;vet_approved
DB00339	Pyrazinamide			AOX1;CYP1A2;CYP3A4;XDH		investigational;approved
DB00340	Metixene		CHRM5;CHRM4;CHRM3;CHRM2;CHRM1			approved
DB00341	Cetirizine		HRH1			approved
DB00342	Terfenadine	ABCB1	KCNH2;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HRH1	CYP2C9;CYP2C8;CYP2D6;CYP2J2;CYP3A7;CYP3A4;CYP3A5		approved;withdrawn
DB00343	Diltiazem	ABCB1	CACNG1	CYP2C9;CYP2C8;CYP2D6;CYP2C19;CYP3A7;CYP3A4;CYP3A5		investigational;approved
DB00344	Protriptyline	ABCB1	SLC6A2;SLC6A4	CYP2D6		approved
DB00345	Aminohippuric acid	SLCO1B1;SLCO3A1;SLCO1A2;SLC16A1;SLC22A6;SLC22A11;SLC22A4;SLC22A5;ABCB1;SLC22A7;SLC22A1;SLC22A2;SLC22A8;ABCC1;ABCC2				investigational;approved
DB00346	Alfuzosin		ADRA1A;ADRA1B;ADRA1D;KCNH2	CYP3A4		investigational;approved
DB00347	Trimethadione		CACNA1G	CYP2C9;CYP2C8;CYP3A4;CYP2C19;CYP2E1		approved
DB00348	Nitisinone		HPD			investigational;approved
DB00349	Clobazam	SLC6A1;SLC6A11;ABCB1	GABRA1	CYP2B6;CYP3A4;CYP2C19;CYP2C18;CYP2D6		illicit;approved
DB00350	Minoxidil		KCNJ1;REN;PTGS1			investigational;approved
DB00351	Megestrol acetate	ABCB1	NR3C1;PGR			investigational;approved;vet_approved
DB00352	Tioguanine	ABCC4		HPRT1		approved
DB00353	Methylergometrine		HTR2B;DRD1	CYP3A4		approved
DB00354	Buclizine		CHRM1;HRH1			approved
DB00355	Aztreonam		ampC;pbpC			approved
DB00356	Chlorzoxazone		KCNMA1	CYP1A1;CYP1A2;CYP2D6;CYP2E1;CYP2A6;CYP3A4		approved
DB00357	Aminoglutethimide		CYP19A1;CYP11A1	CYP3A4;CYP2C19;CYP1A2		investigational;approved
DB00358	Mefloquine	ABCB1	HBA1;ADORA2A	ACHE;CYP3A4;CYP19A1;BCHE;CYP2D6		investigational;approved
DB00359	Sulfadiazine			CYP2C9;CYP2C8;CYP3A4;CYP2E1		investigational;approved;vet_approved
DB00360	Sapropterin		PAH;TPH1;NOS3;TH	PTGS2		investigational;approved
DB00361	Vinorelbine	ABCB1	TUBB	CYP3A4;CYP2D6		investigational;approved
DB00362	Anidulafungin		fksA			investigational;approved
DB00363	Clozapine	ABCB1	ADRA2A;ADRA2B;ADRA2C;HRH4;HTR2A;HTR2C;HRH1;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HTR6;HTR7;ADRA1A;CALY;ADRA1B;DRD4;DRD2;DRD3;DRD1;GSTP1;HTR3A;HTR1D;HTR1E;HTR1A;HTR1B	CYP2C9;CYP2C8;CYP1A2;CYP1B1;CYP2D6;FMO3;CYP2E1;CYP1A1;CYP2C19;CYP2A6;UGT1A4;CYP3A4		approved
DB00364	Sucralfate		FGA;FGG;FGF2;FGB;EGF		ALB	approved
DB00365	Grepafloxacin	ABCB1;SLC22A5;SLC22A6;SLC22A2;ABCC1;ABCC2	parC;gyrA	CYP1A2;CYP3A4		investigational;approved;withdrawn
DB00366	Doxylamine		NR1I3;CHRM1;HRH1	CYP2B		approved;vet_approved
DB00367	Levonorgestrel		SHBG;SRD5A1;AR;PGR;ESR1	CYP3A4;CYP19A1		investigational;approved
DB00368	Norepinephrine	SLC6A2;SLC22A5;POU5F1;SLC22A1;SLC22A2;SLC22A3	ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;PAH;SLC18A2;SLC18A1	CYP1A2		approved
DB00369	Cidofovir	SLC22A6	UL54	TYMP		approved
DB00370	Mirtazapine		ADRA1A;SLC6A2;HTR2B;SLC6A3;SLC6A4;DRD1;ADRB1;HTR3A;DRD2;ADRA2A;ADRA2C;HTR7;ADRB2;HTR2A;HRH3;HTR2C;HRH1;OPRK1;DRD3	CYP2C9;CYP2C8;CYP3A4;CYP1A2;CYP2D6		approved
DB00371	Meprobamate	ABCB1	GABRA5;GABRA4;GABRA6;GABRA1;GABRA3;GABRA2	CYP2C19;CYP2E1		illicit;approved
DB00373	Timolol	ABCB1	ADRB1;ADRB2;E	CYP2C19;CYP2D6		approved
DB00374	Treprostinil		PPARD;P2RY12;PTGIR	CYP2C9		investigational;approved
DB00375	Colestipol					approved
DB00376	Trihexyphenidyl		CHRM5;CHRM4;CHRM3;CHRM2;CHRM1			approved
DB00377	Palonosetron		HTR3A	CYP3A4;CYP1A2;CYP2D6		investigational;approved
DB00378	Dydrogesterone		PGR			investigational;approved;withdrawn
DB00379	Mexiletine		AHR;SCN5A	CYP1A2;CYP2B6;CYP2E1;CYP2D6;CYP3A4		investigational;approved
DB00380	Dexrazoxane		TOP2B;TOP2A			approved;withdrawn
DB00381	Amlodipine	ABCB1	CA1;CACNA1S;CACNB2;CACNA1B;CACNA1C;CACNA1D;SMPD1;CACNA2D3;CACNA2D1;CACNB1	CYP2C9;CYP1A1;CYP1A2;CYP2D6;CYP2C8;CYP2B6;CYP2A6;CYP3A7;CYP3A4;CYP3A5		approved
DB00383	Oxyphencyclimine		CHRM3;CHRM2;CHRM1			approved
DB00384	Triamterene		SCNN1G;SCNN1D;SCNN1B;SCNN1A	CYP1A2		approved
DB00385	Valrubicin		TOP2A			approved
DB00387	Procyclidine		CHRM4;CHRM3;CHRM2;CHRM1			approved
DB00388	Phenylephrine		ADRA1A;ADRA1B;ADRA1D	MAOA;CYP1A2		approved
DB00389	Carbimazole		TPO	CYP1A2;CYP19A1		investigational;approved
DB00390	Digoxin	SLCO4C1;SLCO4A1;ABCB1;SLCO1B3;SLCO1B1;SLC51A;ABCB11;SLCO1A2;SLCO2B1;SLC51B;SLC22A8;SLCO1C1	ATP1A1	CYP3A4;CYP11A1		approved
DB00391	Sulpiride		CA3;CA2;DRD2;DRD3	BCHE		investigational;approved
DB00392	Ethopropazine		GRIN3A;CHRM2;CHRM1	BCHE		approved
DB00393	Nimodipine		NR3C2;CACNB3;CACNB2;CACNB1;CACNA1C;CACNA1D;CACNA1F;CACNB4;AHR;CACNA1S	CYP3A4;CYP3A5		investigational;approved
DB00394	Beclomethasone dipropionate		NR3C1	CYP3A5	SERPINA6	investigational;approved
DB00395	Carisoprodol		GABRG2;GABRB2;GABRA1	CYP2C19		approved
DB00396	Progesterone	SLC10A1;ABCB1;ABCB11;SLC22A1;SLC22A2;SLC22A3;ABCC1	NR3C2;NR3C1;ORM1;NR1I2;ESR1;SHBG;CYP17A1;AR;PGR;OPRK1	CYP2C9;CYP1A1;CYP1A2;CYP1B1;CYP2D6;CYP2C8;CYP17A1;CYP2C19;CYP2A6;CYP3A7;CYP3A4;CYP3A5		approved;vet_approved
DB00397	Phenylpropanolamine		ADRB1;ADRB2;ADRA2A;DRD1	MAOA;CYP1A2		withdrawn;approved;vet_approved
DB00398	Sorafenib	ABCC4;ABCG2;ABCB1;ABCC2;RALBP1	PDGFRB;RET;KIT;BRAF;FLT4;FLT1;RAF1;FLT3;KDR;FGFR1	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2B6;CYP2C19;UGT1A9;CYP3A7;CYP3A4;CYP3A5;UGT1A1		investigational;approved
DB00399	Zoledronic acid	ABCC1	FDPS;GGPS1			approved
DB00400	Griseofulvin		TUB2;TUB1;KRT12	CYP1A2;CYP3A4		investigational;approved;vet_approved
DB00401	Nisoldipine	ABCB1	CACNB2;CACNA2D1;CACNA1C;CACNA1D;CACNA1S	CYP3A7;CYP3A4;CYP3A5;CYP1A2		approved
DB00402	Eszopiclone		GABRA5;TSPO;GABRA1;GABRA3;GABRA2	CYP2C9;CYP2C8;CYP3A4;PTGS1		investigational;approved
DB00403	Ceruletide		CCKAR			approved
DB00404	Alprazolam		GABRA1	CYP2C9;CYP3A7;CYP3A4;CYP3A5		illicit;investigational;approved
DB00405	Dexbrompheniramine		HRH1			approved
DB00406	Gentian Violet	SLC22A1				approved
DB00407	Ardeparin		SERPIND1;SERPINC1			investigational;approved;withdrawn
DB00408	Loxapine		SLC6A3;HTR5A;SLC6A4;ADRA2A;ADRA2B;ADRA2C;HRH4;HTR2A;HTR2C;HRH1;HRH2;SLC6A2;CHRM5;CHRM4;CHRM3;CHRM2;CHRM1;HTR6;HTR7;ADRA1A;ADRA1B;DRD4;DRD5;DRD2;DRD3;DRD1;ADRB1;HTR3A;HTR1D;HTR1E;HTR1A;HTR1B			approved
DB00409	Remoxipride		HTR2A;DRD4;DRD2;DRD3;SIGMAR1	CYP2D6		approved;withdrawn
DB00410	Mupirocin		ileS			investigational;approved;vet_approved
DB00411	Carbachol		CHRM4;CHRM3;CHRM2;CHRM1;CHRNA2;ACHE	PLA2G4A		approved
DB00412	Rosiglitazone	SLCO1B1	RXRG;RXRA;RXRB;PPARG;PPARD;ACSL4;PPARA	CYP2C9;CYP2C8;PTGS1;CYP2D6;CYP1A2;CYP2C19;CYP2A6	ALB	investigational;approved
DB00413	Pramipexole	SLC22A1;SLC22A2	DRD1;DRD4;DRD5;DRD2;DRD3;ADRA2B;ADRA2A;HTR2A;HTR2C;HTR2B;HTR1D;ADRA2C;HTR1A;HTR1B			investigational;approved
DB00414	Acetohexamide		KCNJ1	CBR1	ALB	investigational;approved;withdrawn
DB00415	Ampicillin	SLC15A2;SLC22A5;SLC15A1;SLC16A1	TEK;pbp2a;pbp3;pbp1b;penA;pbpA;SLC15A2;SLC15A1		ALB	approved;vet_approved
DB00416	Metocurine Iodide		CHRNA2			approved;withdrawn
DB00417	Phenoxymethylpenicillin		mecA;SLC15A1;dacB;pbpA			approved;vet_approved
DB00418	Secobarbital		GRIA2;GRIK2;CHRNA4;CHRNA7;GABRA5;GABRA4;GRIN1;GABRA6;GABRA1;GABRA3;GABRA2	CYP2C9;CYP2C8;CYP1A2		approved;vet_approved
DB00419	Miglustat		UGCG			approved
DB00420	Promazine		ADRA1A;ADRA1B;ADRA1D;CHRM3;DRD4;CHRM4;DRD2;CHRM2;CHRM1;DRD1;HTR2A;HTR2C;HRH1;CHRM5	CYP2C9;CYP1A2;CYP2C19;CYP3A4;CYP2D6		approved;vet_approved
DB00421	Spironolactone	ABCB1;SLCO1A2;ABCC2	NR3C2;NR3C1;SHBG;NR1I2;AR;PGR;CACNG1;CYP11B2;SRD5A1	CYP2C8;CYP11B1		approved
DB00422	Methylphenidate		SLC6A3;SLC6A2;SLC6A4	CES1A1a;CYP2D6		investigational;approved
DB00423	Methocarbamol		CA1			approved;vet_approved
