Gene,Gene ID,drugs,ID,ADME
ADRA2B,151,"Ziprasidone,Cabergoline,Ropinirole,Olanzapine,Clozapine,Norepinephrine,Loxapine,Pramipexole,Prazosin,Brimonidine,Clonidine,Lisuride,Guanabenz,Epinephrine,Ergotamine,Tizanidine,Apomorphine,Trimipramine,Risperidone,Tolazoline,Fenoldopam,Phenoxybenzamine,Oxymetazoline,Apraclonidine,Guanfacine,Carvedilol,Doxepin,Pergolide,Bromocriptine,Quetiapine,Aripiprazole,Paliperidone,Ephedra,Yohimbine,Methotrimeprazine,Methamphetamine,Dronedarone,Rotigotine,Mianserin,Asenapine,Droxidopa,Xylometazoline,Racepinephrine","DB00246,DB00248,DB00268,DB00334,DB00363,DB00368,DB00408,DB00413,DB00457,DB00484,DB00575,DB00589,DB00629,DB00668,DB00696,DB00697,DB00714,DB00726,DB00734,DB00797,DB00800,DB00925,DB00935,DB00964,DB01018,DB01136,DB01142,DB01186,DB01200,DB01224,DB01238,DB01267,DB01363,DB01392,DB01403,DB01577,DB04855,DB05271,DB06148,DB06216,DB06262,DB06694,DB11124",
ADRA2C,152,"Ziprasidone,Cabergoline,Ropinirole,Olanzapine,Clozapine,Norepinephrine,Mirtazapine,Loxapine,Pramipexole,Brimonidine,Clonidine,Lisuride,Epinephrine,Tizanidine,Apomorphine,Risperidone,Tolazoline,Fenoldopam,Phenoxybenzamine,Oxymetazoline,Carvedilol,Doxepin,Pergolide,Bromocriptine,Quetiapine,Aripiprazole,Paliperidone,Ephedra,Yohimbine,Methotrimeprazine,Methamphetamine,Dronedarone,Iloperidone,Mianserin,Asenapine,Droxidopa,Xylometazoline,Lurasidone,Brexpiprazole,Racepinephrine","DB00246,DB00248,DB00268,DB00334,DB00363,DB00368,DB00370,DB00408,DB00413,DB00484,DB00575,DB00589,DB00668,DB00697,DB00714,DB00734,DB00797,DB00800,DB00925,DB00935,DB01136,DB01142,DB01186,DB01200,DB01224,DB01238,DB01267,DB01363,DB01392,DB01403,DB01577,DB04855,DB04946,DB06148,DB06216,DB06262,DB06694,DB08815,DB09128,DB11124",
ADRB1,153,"Amphetamine,Betaxolol,Bethanidine,Cabergoline,Metoprolol,Amitriptyline,Olanzapine,Atenolol,Norepinephrine,Mirtazapine,Timolol,Phenylpropanolamine,Loxapine,Carteolol,Nortriptyline,Lamotrigine,Propranolol,Labetalol,Bisoprolol,Epinephrine,Trimipramine,Pseudoephedrine,Alprenolol,Salmeterol,Pindolol,Formoterol,Salbutamol,Isoprenaline,Amiodarone,Carvedilol,Desipramine,Propafenone,Acebutolol,Nadolol,Bevantolol,Penbutolol,Ephedra,Mephentermine,Clenbuterol,Oxprenolol,Celiprolol,Dronedarone,Nebivolol,Asenapine,Droxidopa,Vortioxetine,Racepinephrine","DB00182,DB00195,DB00217,DB00248,DB00264,DB00321,DB00334,DB00335,DB00368,DB00370,DB00373,DB00397,DB00408,DB00521,DB00540,DB00555,DB00571,DB00598,DB00612,DB00668,DB00726,DB00852,DB00866,DB00938,DB00960,DB00983,DB01001,DB01064,DB01118,DB01136,DB01151,DB01182,DB01193,DB01203,DB01295,DB01359,DB01363,DB01365,DB01407,DB01580,DB04846,DB04855,DB04861,DB06216,DB06262,DB09068,DB11124",
ADRB2,154,"Betaxolol,Cabergoline,Metoprolol,Atenolol,Norepinephrine,Mirtazapine,Timolol,Phenylpropanolamine,Dipivefrin,Carteolol,Propranolol,Labetalol,Bisoprolol,Epinephrine,Pseudoephedrine,Alprenolol,Phenoxybenzamine,Salmeterol,Pindolol,Formoterol,Salbutamol,Isoprenaline,Carvedilol,Desipramine,Propafenone,Acebutolol,Nadolol,Arformoterol,Bevantolol,Penbutolol,Ephedra,Clenbuterol,Oxprenolol,Celiprolol,Nebivolol,Indacaterol,Asenapine,Droxidopa,Olodaterol,Vilanterol,Racepinephrine,Levosalbutamol","DB00195,DB00248,DB00264,DB00335,DB00368,DB00370,DB00373,DB00397,DB00449,DB00521,DB00571,DB00598,DB00612,DB00668,DB00852,DB00866,DB00925,DB00938,DB00960,DB00983,DB01001,DB01064,DB01136,DB01151,DB01182,DB01193,DB01203,DB01274,DB01295,DB01359,DB01363,DB01407,DB01580,DB04846,DB04861,DB05039,DB06216,DB06262,DB09080,DB09082,DB11124,DB13139",
ADRB3,155,"Norepinephrine,Propranolol,Epinephrine,Alprenolol,Salmeterol,Pindolol,Formoterol,Salbutamol,Isoprenaline,Ephedra,Clenbuterol,Oxprenolol,Droxidopa,Mirabegron","DB00368,DB00571,DB00668,DB00866,DB00938,DB00960,DB00983,DB01001,DB01064,DB01363,DB01407,DB01580,DB06262,DB08893",
AGT,183,Zinc,DB01593,
AGTR1,185,"Valsartan,Losartan,Candesartan cilexetil,Eprosartan,Telmisartan,Tasosartan","DB00177,DB00678,DB00796,DB00876,DB00966,DB01349",
AGTR2,186,Tasosartan,DB01349,
AGXT,189,Pyridoxal Phosphate,DB00114,
AGXT2,64902,Pyridoxal Phosphate,DB00114,
AHR,196,"Omeprazole,Mexiletine,Nimodipine,Flutamide,Atorvastatin,Leflunomide,Ginseng,Resveratrol","DB00338,DB00379,DB00393,DB00499,DB01076,DB01097,DB01404,DB02709",
AHSG,197,Zinc,DB01593,
AK2,204,"Tenofovir disoproxil,Adefovir Dipivoxil","DB00300,DB00718",True
AK4,205,"Tenofovir disoproxil,Adefovir Dipivoxil","DB00300,DB00718",True
AKR1A1,10327,"NADH,Ethanol,Doxorubicin","DB00157,DB00898,DB00997",True
AKR1B1,231,"Glutathione,NADH,Sulindac,Citric Acid","DB00143,DB00157,DB00605,DB04272",
AKR1B10,57016,Sulindac,DB00605,
AKR1C1,1645,"NADH,Salicylic acid,Acetylsalicylic acid","DB00157,DB00936,DB00945",
AKR1C2,1646,"NADH,Ursodeoxycholic acid","DB00157,DB01586",
AKR1C3,8644,"NADH,Indomethacin,Doxorubicin","DB00157,DB00328,DB00997",True
AKR1C4,1109,NADH,DB00157,
AKR1D1,6718,Finasteride,DB01216,
AKT1,207,"Arsenic trioxide,Resveratrol","DB01169,DB02709",
ALAS1,211,Pyridoxal Phosphate,DB00114,
ALAS2,212,Pyridoxal Phosphate,DB00114,
ALB,213,"Folic Acid,Icosapent,Valsartan,Erythromycin,Nelfinavir,Enflurane,Nevirapine,Phenytoin,Dicoumarol,Amsacrine,Liothyronine,Valproic Acid,Gefitinib,Amitriptyline,Indomethacin,Olanzapine,Rosiglitazone,Levothyroxine,Pethidine,Cefalotin,Imipramine,Fluoxetine,Chlorpromazine,Celecoxib,Cefotaxime,Zidovudine,Tolmetin,Ritonavir,Cisplatin,Erlotinib,Nortriptyline,Fluorouracil,Pyridostigmine,Piroxicam,Methotrexate,Cephalexin,Fenoprofen,Sulfamethizole,Diclofenac,Sulindac,Nafcillin,Imatinib,Testosterone,Efavirenz,Prednisone,Stavudine,Estrone,Losartan,Warfarin,Mycophenolate mofetil,Furosemide,Lamivudine,Flurbiprofen,Norethisterone,Nateglinide,Zileuton,Etodolac,Isoflurane,Tretinoin,Tetracycline,Irinotecan,Oxcarbazepine,Estradiol,Mefenamic acid,Naproxen,Alfentanil,Propofol,Diazepam,Diflunisal,Tacrolimus,Didanosine,Etacrynic acid,Repaglinide,Salicylic acid,Zalcitabine,Acetylsalicylic acid,Phenprocoumon,Isoniazid,Doxorubicin,Ketoprofen,Sulfamethoxazole,Glyburide,Probenecid,Rifampicin,Ibuprofen,Tocainide,Clonazepam,Atazanavir,Rosuvastatin,Sertraline,Gliclazide,Tolbutamide,Cloxacillin,Halothane,Arsenic trioxide,Naloxone,Desflurane,Captopril,Ceftriaxone,Saquinavir,Sevoflurane,Clomipramine,Insulin Detemir,Fosphenytoin,Cefazolin,Cefoperazone,Digitoxin,Magnesium salicylate,Acenocoumarol,Testosterone propionate,Liotrix,Ketazolam,Acepromazine,Pipotiazine,Thioproperazine,Thiothixene,Topiroxostat,Resveratrol,Oxyphenbutazone,Palmitic Acid,Oleic Acid,Estrone sulfate,Dronedarone,Vandetanib,Telaprevir,Abiraterone,Rufinamide,Prasugrel,Oxymetholone,Methyltestosterone,Norelgestromin,Triflusal,Ivacaftor,Vismodegib,Pitavastatin,Rilpivirine,Ulipristal,Vemurafenib,Mirabegron,Tofacitinib,Enzalutamide,Canagliflozin,Riociguat,Macitentan,Ibrutinib,Medrogestone,Lorpiprazole,Blonanserin,Lacidipine,Imidafenacin,Lumacaftor,Opium,Grazoprevir,Tezacaftor,Ertugliflozin,Neratinib,Delafloxacin,Abemaciclib,Copanlisib,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00158,DB00159,DB00177,DB00199,DB00220,DB00228,DB00238,DB00252,DB00266,DB00276,DB00279,DB00313,DB00317,DB00321,DB00328,DB00334,DB00412,DB00451,DB00454,DB00456,DB00458,DB00472,DB00477,DB00482,DB00493,DB00495,DB00500,DB00503,DB00515,DB00530,DB00540,DB00544,DB00545,DB00554,DB00563,DB00567,DB00573,DB00576,DB00586,DB00605,DB00607,DB00619,DB00624,DB00625,DB00635,DB00649,DB00655,DB00678,DB00682,DB00688,DB00695,DB00709,DB00712,DB00717,DB00731,DB00744,DB00749,DB00753,DB00755,DB00759,DB00762,DB00776,DB00783,DB00784,DB00788,DB00802,DB00818,DB00829,DB00861,DB00864,DB00900,DB00903,DB00912,DB00936,DB00943,DB00945,DB00946,DB00951,DB00997,DB01009,DB01015,DB01016,DB01032,DB01045,DB01050,DB01056,DB01068,DB01072,DB01098,DB01104,DB01120,DB01124,DB01147,DB01159,DB01169,DB01183,DB01189,DB01197,DB01212,DB01232,DB01236,DB01242,DB01307,DB01320,DB01327,DB01329,DB01396,DB01397,DB01418,DB01420,DB01583,DB01587,DB01614,DB01621,DB01622,DB01623,DB01685,DB02709,DB03585,DB03796,DB04224,DB04574,DB04855,DB05294,DB05521,DB05812,DB06201,DB06209,DB06412,DB06710,DB06713,DB08814,DB08820,DB08828,DB08860,DB08864,DB08867,DB08881,DB08893,DB08895,DB08899,DB08907,DB08931,DB08932,DB09053,DB09124,DB09195,DB09223,DB09236,DB09262,DB09280,DB11130,DB11575,DB11712,DB11827,DB11828,DB11943,DB12001,DB12483,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956",True
ALDH1A1,216,"NADH,Tretinoin,Glycerin","DB00157,DB00755,DB09462",True
ALDH1A2,8854,"NADH,Tretinoin","DB00157,DB00755",
ALDH1A3,220,NADH,DB00157,
ALDH1B1,219,NADH,DB00157,
ALDH2,217,"NADH,Guanidine,Disulfiram","DB00157,DB00536,DB00822",
ALDH3A1,218,NADH,DB00157,
ALDH3A2,224,NADH,DB00157,
ALDH3B1,221,NADH,DB00157,
ALDH3B2,222,NADH,DB00157,
ALDH4A1,8659,NADH,DB00157,
ALDH5A1,7915,"Succinic acid,NADH,Valproic Acid","DB00139,DB00157,DB00313",
ALDH6A1,4329,NADH,DB00157,
ALDH7A1,501,NADH,DB00157,
ALDH9A1,223,NADH,DB00157,
ALDOA,226,Zinc,DB01593,
ALK,238,"Crizotinib,Ceritinib,Alectinib","DB08865,DB09063,DB11363",
ALOX15,246,"Resveratrol,Cannabidiol","DB02709,DB09061",True
ALOX5,240,"Aminosalicylic Acid,Mesalazine,Montelukast,Diclofenac,Diethylcarbamazine,Zileuton,Sulfasalazine,Meclofenamic acid,Balsalazide,Minocycline,Resveratrol,Cannabidiol,Morniflumate,Omega-3 fatty acids,Diacerein","DB00233,DB00244,DB00471,DB00586,DB00711,DB00744,DB00795,DB00939,DB01014,DB01017,DB02709,DB09061,DB09285,DB11133,DB11994",True
ALPG,251,"Levamisole,Amifostine","DB00848,DB01143",
ALPL,249,Amifostine,DB01143,True
AMBP,259,Human Serum Albumin,DB00062,
AMD1,262,Ademetionine,DB00118,
AMPC,NaN,"Cefalotin,Cloxacillin,Avibactam","DB00456,DB01147,DB09060",
AMT,275,NADH,DB00157,
ANG,283,Citric Acid,DB04272,
ANO1,55107,Crofelemer,DB04941,
ANPEP,290,Ezetimibe,DB00973,
ANXA1,301,"Amcinonide,Hydrocortisone,Dexamethasone","DB00288,DB00741,DB01234",
ANXA3,306,Difluocortolone,DB09095,
AOC3,8639,Hydralazine,DB01275,
AOX1,316,"NADH,Allopurinol,Raloxifene,Brimonidine,Aminocaproic Acid,Methotrexate,Zonisamide,Zaleplon,Mercaptopurine,Lenvatinib","DB00157,DB00437,DB00481,DB00484,DB00513,DB00563,DB00909,DB00962,DB01033,DB09078",True
APCS,325,Zinc,DB01593,
APLP1,333,Zinc,DB01593,
APLP2,334,Zinc,DB01593,
APOA1,335,Zinc,DB01593,
APOA2,336,Zinc,DB01593,
APOA4,337,Zinc,DB01593,
APOBR,55911,Zinc,DB01593,
APOE,348,"Human Serum Albumin,Zinc","DB00062,DB01593",
APOL1,8542,Zinc,DB01593,
APP,351,"Zinc,Resveratrol","DB01593,DB02709",
APRT,353,Citric Acid,DB04272,
AQP1,358,Acetazolamide,DB00819,
AR,367,"Diethylstilbestrol,Levonorgestrel,Progesterone,Spironolactone,Flutamide,Oxandrolone,Fluphenazine,Testosterone,Mitotane,Estrone,Nilutamide,Tamoxifen,Fludrocortisone,Drostanolone,Norgestimate,Nandrolone phenpropionate,Ketoconazole,Bicalutamide,Fluoxymesterone,Drospirenone,Danazol,Testosterone propionate,Oxybenzone,Propericiazine,Prasterone,Cyproterone acetate,Oxymetholone,Methyltestosterone,Norelgestromin,Nandrolone decanoate,Ulipristal,Enzalutamide,Eugenol,Dienogest,Norgestrel,Homosalate,Enzacamene,Gestrinone,Apalutamide,Esculin,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate","DB00255,DB00367,DB00396,DB00421,DB00499,DB00621,DB00623,DB00624,DB00648,DB00655,DB00665,DB00675,DB00687,DB00858,DB00957,DB00984,DB01026,DB01128,DB01185,DB01395,DB01406,DB01420,DB01428,DB01608,DB01708,DB04839,DB06412,DB06710,DB06713,DB08804,DB08867,DB08899,DB09086,DB09123,DB09389,DB11064,DB11219,DB11619,DB11901,DB13155,DB13943,DB13944,DB13946",
ARF1,375,Glycerin,DB09462,
ARGG,NaN,"Guanidine,Glycerin","DB00536,DB09462",
AS3MT,57412,Ademetionine,DB00118,
ASIC1,41,Diclofenac,DB00586,
ASMT,438,Melatonin,DB01065,True
ASPA,443,Zinc,DB01593,
ASPH,444,Succinic acid,DB00139,
ATF1,466,Pseudoephedrine,DB00852,
ATIC,471,Methotrexate,DB00563,True
ATM,472,Caffeine,DB00201,
ATOX1,475,Cisplatin,DB00515,
ATP1A1,476,"Oseltamivir,Digoxin,Etacrynic acid,Ouabain,Bepridil,Digitoxin","DB00198,DB00390,DB00903,DB01092,DB01244,DB01396",
ATP1A2,477,Ouabain,DB01092,
ATP1A3,478,Ouabain,DB01092,
ATP2C1,27032,"Enflurane,Isoflurane,Methoxyflurane,Halothane,Desflurane,Sevoflurane","DB00228,DB00753,DB01028,DB01159,DB01189,DB01236",
ATP4A,495,"Pantoprazole,Omeprazole,Lansoprazole,Rabeprazole","DB00213,DB00338,DB00448,DB01129",
ATP5F1D,513,"Enflurane,Isoflurane,Methoxyflurane,Halothane,Desflurane,Sevoflurane","DB00228,DB00753,DB01028,DB01159,DB01189,DB01236",
ATP5F1E,514,Bedaquiline,DB08903,
ATP6V1D,51382,Dalfopristin,DB01764,
ATP7A,538,Cisplatin,DB00515,True
ATP7B,540,Cisplatin,DB00515,True
ATXN1,6310,Citric Acid,DB04272,
AVPR1A,552,"Desmopressin,Conivaptan,Tolvaptan","DB00035,DB00872,DB06212",
AVPR1B,553,Desmopressin,DB00035,
AVPR2,554,"Desmopressin,Conivaptan,Tolvaptan","DB00035,DB00872,DB06212",
AZIN2,113451,Pyridoxal Phosphate,DB00114,
AZR,NaN,Balsalazide,DB01014,True
B2M,567,"Doxycycline,Opium","DB00254,DB11130",True
BBOX1,8424,Succinic acid,DB00139,
BCAT1,586,"Pyridoxal Phosphate,L-Valine,Gabapentin","DB00114,DB00161,DB00996",True
BCAT2,587,Pyridoxal Phosphate,DB00114,
BCHE,590,"Succinylcholine,Mefloquine,Ethopropazine,Dipivefrin,Chlorpromazine,Triflupromazine,Cisplatin,Pyridostigmine,Nizatidine,Triamcinolone,Galantamine,Diethylcarbamazine,Procaine,Irinotecan,Malathion,Perindopril,Ranitidine,Cyclopentolate,Rivastigmine,Procainamide,Trimethaphan,Doxacurium chloride,Chloroprocaine,Ketamine,Mivacurium,Pancuronium,Pipecuronium,Ephedrine,Drospirenone,Neostigmine,Clevidipine,Capsaicin,Mirabegron,Aclidinium,Propacetamol","DB00202,DB00358,DB00392,DB00449,DB00477,DB00508,DB00515,DB00545,DB00585,DB00620,DB00674,DB00711,DB00721,DB00762,DB00772,DB00790,DB00863,DB00979,DB00989,DB01035,DB01116,DB01135,DB01161,DB01221,DB01226,DB01337,DB01338,DB01364,DB01395,DB01400,DB04920,DB06774,DB08893,DB08897,DB09288",True
BCL10,8915,Benzoic Acid,DB03793,
BCL2,596,"Ibuprofen,Paclitaxel,Docetaxel,Rasagiline,Dexibuprofen,Venetoclax","DB01050,DB01229,DB01248,DB01367,DB09213,DB11581",
BCR,613,"Dasatinib,Bosutinib,Ponatinib","DB01254,DB06616,DB08901",
BCR/ABL FUSION,NaN,Imatinib,DB00619,
BDH1,622,NADH,DB00157,
BDKRB1,623,"Captopril,Zinc","DB01197,DB01593",
BECN1,8678,"Estradiol,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00783,DB13952,DB13953,DB13954,DB13955,DB13956",
BEX3,27018,Gentamicin,DB00798,
BFRA,NaN,Citric Acid,DB04272,
BHMT,635,Citric Acid,DB04272,
BIRC5,332,Reserpine,DB00206,
BLA,NaN,"Benzylpenicillin,Avibactam","DB01053,DB09060",
BLACTX-M-14,NaN,Avibactam,DB09060,
BLAUOE-1,NaN,Avibactam,DB09060,
BLM,641,Citric Acid,DB04272,
BLVRA,644,NADH,DB00157,
BLVRB,645,"Riboflavin,NADH","DB00140,DB00157",
BRAF,673,"Sorafenib,Vemurafenib,Regorafenib,Dabrafenib","DB00398,DB08881,DB08896,DB08912",
BRCC3,79184,Zinc,DB01593,
BST1,683,Nicotinamide,DB02701,
BTK,695,"Dasatinib,Ibrutinib","DB01254,DB09053",
C1QA,712,"Etanercept,Trastuzumab","DB00005,DB00072",
C1QB,713,"Etanercept,Trastuzumab,Zinc","DB00005,DB00072,DB01593",
C1QC,714,"Etanercept,Trastuzumab,Zinc","DB00005,DB00072,DB01593",
C1R,715,"Etanercept,Trastuzumab,Zinc,Human C1-esterase inhibitor,Conestat alfa","DB00005,DB00072,DB01593,DB06404,DB09228",
C1S,716,"Etanercept,Trastuzumab,Zinc,Human C1-esterase inhibitor,Conestat alfa","DB00005,DB00072,DB01593,DB06404,DB09228",
C3,718,Zinc,DB01593,
C4B,721,Zinc,DB01593,
C4BPA,722,Zinc,DB01593,
C4BPB,725,Zinc,DB01593,
C5,727,Zinc,DB01593,
C8A,731,Zinc,DB01593,
C8B,732,Zinc,DB01593,
C8G,733,"Zinc,Citric Acid","DB01593,DB04272",
CA1,759,"Amlodipine,Cyclothiazide,Methazolamide,Acetazolamide,Dorzolamide,Chlorothiazide,Zonisamide,Hydrochlorothiazide,Diclofenamide,Brinzolamide","DB00381,DB00606,DB00703,DB00819,DB00869,DB00880,DB00909,DB00999,DB01144,DB01194",
CA10,56934,Zonisamide,DB00909,
CA11,770,Zonisamide,DB00909,
CA12,771,"Acetazolamide,Zonisamide,Hydrochlorothiazide","DB00819,DB00909,DB00999",
CA13,377677,Zonisamide,DB00909,
CA14,23632,"Acetazolamide,Zonisamide","DB00819,DB00909",
CA2,760,"Celecoxib,Valdecoxib,Cyclothiazide,Furosemide,Methazolamide,Acetazolamide,Dorzolamide,Chlorothiazide,Zonisamide,Hydrochlorothiazide,Diclofenamide,Brinzolamide","DB00482,DB00580,DB00606,DB00695,DB00703,DB00819,DB00869,DB00880,DB00909,DB00999,DB01144,DB01194",
CA3,761,"Celecoxib,Valdecoxib,Methazolamide,Acetazolamide,Dorzolamide,Zonisamide,Diclofenamide,Brinzolamide","DB00482,DB00580,DB00703,DB00819,DB00869,DB00909,DB01144,DB01194",
CA4,762,"Cyclothiazide,Methazolamide,Acetazolamide,Dorzolamide,Chlorothiazide,Zonisamide,Hydrochlorothiazide,Diclofenamide,Brinzolamide","DB00606,DB00703,DB00819,DB00869,DB00880,DB00909,DB00999,DB01144,DB01194",
CA5A,763,"Zonisamide,Brinzolamide","DB00909,DB01194",
CA5B,11238,Zonisamide,DB00909,
CA6,765,Zonisamide,DB00909,
CA7,766,"Methazolamide,Acetazolamide,Zonisamide,Diclofenamide","DB00703,DB00819,DB00909,DB01144",
CA8,767,Zonisamide,DB00909,
CA9,768,"Zonisamide,Hydrochlorothiazide","DB00909,DB00999",
CACNA1A,773,"Pregabalin,Verapamil,Loperamide,Bepridil","DB00230,DB00661,DB00836,DB01244",
CACNA1B,774,"Amlodipine,Verapamil,Gabapentin,Levetiracetam,Benidipine,Cilnidipine","DB00381,DB00661,DB00996,DB01202,DB09231,DB09232",
CACNA1C,775,"Isradipine,Ibutilide,Amlodipine,Nimodipine,Nisoldipine,Cinnarizine,Nicardipine,Verapamil,Ethanol,Felodipine,Nitrendipine,Nifedipine,Dronedarone,Clevidipine,Trimebutine,Benidipine,Cilnidipine,Efonidipine,Lacidipine,Manidipine,Isavuconazole","DB00270,DB00308,DB00381,DB00393,DB00401,DB00568,DB00622,DB00661,DB00898,DB01023,DB01054,DB01115,DB04855,DB04920,DB09089,DB09231,DB09232,DB09235,DB09236,DB09238,DB11633",
CACNA1D,776,"Isradipine,Amlodipine,Nimodipine,Nisoldipine,Cinnarizine,Nicardipine,Verapamil,Ethanol,Felodipine,Nitrendipine,Nifedipine,Dronedarone,Clevidipine","DB00270,DB00381,DB00393,DB00401,DB00568,DB00622,DB00661,DB00898,DB01023,DB01054,DB01115,DB04855,DB04920",
CACNA1E,777,Lamotrigine,DB00555,
CACNA1F,778,"Nimodipine,Cinnarizine,Verapamil,Dronedarone,Clevidipine","DB00393,DB00568,DB00661,DB04855,DB04920",
CACNA1G,8913,"Trimethadione,Cinnarizine,Ethosuximide,Verapamil,Zonisamide,Flunarizine,Cannabidiol,Trimebutine,Benidipine,Manidipine","DB00347,DB00568,DB00593,DB00661,DB00909,DB04841,DB09061,DB09089,DB09231,DB09238",
CACNA1H,8912,"Isradipine,Cinnarizine,Zonisamide,Felodipine,Nitrendipine,Nifedipine,Amiodarone,Bepridil,Flunarizine,Cannabidiol","DB00270,DB00568,DB00909,DB01023,DB01054,DB01115,DB01118,DB01244,DB04841,DB09061",
CACNA1I,8911,"Cinnarizine,Paramethadione,Verapamil,Zonisamide,Flunarizine,Cannabidiol,Efonidipine","DB00568,DB00617,DB00661,DB00909,DB04841,DB09061,DB09235",
CACNA1S,779,"Isradipine,Amlodipine,Nimodipine,Nisoldipine,Cinnarizine,Verapamil,Ethanol,Felodipine,Nitrendipine,Nifedipine,Dronedarone,Clevidipine","DB00270,DB00381,DB00393,DB00401,DB00568,DB00661,DB00898,DB01023,DB01054,DB01115,DB04855,DB04920",
CACNA2D1,781,"Isradipine,Ibutilide,Amlodipine,Nisoldipine,Nicardipine,Gabapentin,Felodipine,Nitrendipine,Nifedipine,Cyclandelate","DB00270,DB00308,DB00381,DB00401,DB00622,DB00996,DB01023,DB01054,DB01115,DB04838",
CACNA2D2,9254,"Isradipine,Gabapentin,Felodipine,Nitrendipine,Amiodarone,Bepridil","DB00270,DB00996,DB01023,DB01054,DB01118,DB01244",
CACNA2D3,55799,Amlodipine,DB00381,
CACNB1,782,"Ibutilide,Amlodipine,Nimodipine,Verapamil,Ethanol,Dronedarone","DB00308,DB00381,DB00393,DB00661,DB00898,DB04855",
CACNB2,783,"Isradipine,Amlodipine,Nimodipine,Nisoldipine,Nicardipine,Verapamil,Felodipine,Nitrendipine,Nifedipine,Dronedarone","DB00270,DB00381,DB00393,DB00401,DB00622,DB00661,DB01023,DB01054,DB01115,DB04855",
CACNB3,784,"Nimodipine,Verapamil,Dronedarone","DB00393,DB00661,DB04855",
CACNB4,785,"Nimodipine,Verapamil,Dronedarone","DB00393,DB00661,DB04855",
CACNG1,786,"Ibutilide,Diltiazem,Spironolactone,Ethanol,Nitrendipine,Fluspirilene","DB00308,DB00343,DB00421,DB00898,DB01054,DB04842",
CACNG2,10369,Ethanol,DB00898,
CALM1,801,"Chlorpromazine,Nicardipine,Fluphenazine,Isoflurane,Trifluoperazine,Loperamide,Perphenazine,Phenoxybenzamine,Felodipine,Melatonin,Promethazine,Pimozide,Nifedipine,Bepridil,Aprindine,Flunarizine","DB00477,DB00622,DB00623,DB00753,DB00831,DB00836,DB00850,DB00925,DB01023,DB01065,DB01069,DB01100,DB01115,DB01244,DB01429,DB04841",
CALR,811,Melatonin,DB01065,
CALY,50632,"Clozapine,Apomorphine,Trifluoperazine","DB00363,DB00714,DB00831",
CAMK2G,818,Bosutinib,DB06616,
CAMLG,819,Cyclosporine,DB00091,
CARTPT,9607,Amphetamine,DB00182,
CASP1,834,Minocycline,DB01017,
CASP3,836,Minocycline,DB01017,
CASP6,839,Nelfinavir,DB00220,
CASR,846,Cinacalcet,DB01012,
CAT,847,"Chloramphenicol,Fomepizole,Cannabidiol","DB00446,DB01213,DB09061",True
CBH,NaN,"Cholic Acid,Deoxycholic Acid","DB02659,DB03619",
CBR1,873,"Haloperidol,Doxorubicin,Resveratrol,Tetrabenazine","DB00502,DB00997,DB02709,DB04844",True
CBR3,874,Doxorubicin,DB00997,True
CBS,875,"Pyridoxal Phosphate,Ademetionine","DB00114,DB00118",
CC4,NaN,Glycerin,DB09462,
CCL2,6347,"Mimosine,Danazol","DB01055,DB01406",
CCND1,595,Arsenic trioxide,DB01169,
CCR5,1234,Maraviroc,DB04835,
CCS,9973,Zinc,DB01593,
CD22,933,Inotuzumab ozogamicin,DB05889,
CD274,29126,Elagolix,DB11979,
CD55,1604,Chloramphenicol,DB00446,
CDA,978,Gemcitabine,DB00441,True
CDH5,1003,Lenalidomide,DB00480,
CDK2,1017,Bosutinib,DB06616,
CDK4,1019,"Palbociclib,Abemaciclib","DB09073,DB12001",
CDK6,1021,"Palbociclib,Abemaciclib","DB09073,DB12001",
CDKN1A,1026,Arsenic trioxide,DB01169,
CDO1,1036,NADH,DB00157,
CELCCG,NaN,Glycerin,DB09462,
CES1,1066,"Oseltamivir,Indomethacin,Pethidine,L-Carnitine,Dextropropoxyphene,Tamoxifen,Mycophenolate mofetil,Clopidogrel,Irinotecan,Cocaine,Benzocaine,Naloxone,Ciclesonide,Heroin,Cholic Acid,Cyclandelate,Rufinamide,Dabigatran etexilate,Selexipag","DB00198,DB00328,DB00454,DB00583,DB00647,DB00675,DB00688,DB00758,DB00762,DB00907,DB01086,DB01183,DB01410,DB01452,DB02659,DB04838,DB06201,DB06695,DB11362",True
CES1A1A,NaN,"Methylphenidate,Sofosbuvir","DB00422,DB08934",True
CES2,8824,"Mycophenolate mofetil,Irinotecan,Prasugrel,Dabigatran etexilate","DB00688,DB00762,DB06209,DB06695",True
CFB,629,Zinc,DB01593,
CFH,3075,Zinc,DB01593,
CFI,3426,Zinc,DB01593,
CFTR,1080,"Bumetanide,Glyburide,Ibuprofen,Crofelemer,Ivacaftor,Dexibuprofen,Lumacaftor,Tezacaftor","DB00887,DB01016,DB01050,DB04941,DB08820,DB09213,DB09280,DB11712",
CHAT,1103,Nicotine,DB00184,
CHD1,1105,Epirubicin,DB00445,
CHOB,NaN,Prasterone,DB01708,
CHQB,NaN,Benzoic Acid,DB03793,
